FILE NAME,SITE NAME,SITE CODE,COUNTRY,CONTRIBUTOR (ABBREVIATED),CONTRIBUTOR (FULL),CONTRIBUTOR WEBSITE,CONTRIBUTOR CONTACT,ORGINATOR,ORIGINATOR WEBSITE,ORIGINATOR CONTACT,LATITUDE,LONGITUDE,COORDINATE SYSTEM,START DATE/TIME,END DATE/TIME,NUMBER OF YEARS,TIME ZONE HOURS,DATUM INFORMATION,INSTRUMENT,PRECISION,NULL VALUE,GAUGE TYPE,OVERALL RECORD QUALITY
wolf_river_at_belle_ferry_road_near_long_beach_ms-2481521-usa-usgs,Wolf_River_At_Belle_Ferry_Road_Near_Long_Beach_Ms,2481521,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  30.39336110, -89.20638890,NAD83,2016/12/15 18:00:00,2025/05/01 00:00:00,10,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
jourdan_river_nr_bay_st_louis_ms-2481660-usa-usgs,Jourdan_River_Nr_Bay_St_Louis_Ms,2481660,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  30.38722220, -89.44138890,NAD83,2007/10/01 06:00:00,2025/05/01 00:00:00,19,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
pearl_river_at_nstl_station_ms-2492620-usa-usgs,Pearl_River_At_Nstl_Station_Ms,2492620,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  30.35241600, -89.64589270,NAD27,2024/06/23 05:00:00,2025/05/01 01:00:00,2,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
greens_bayou_at_ley_rd_houston_tx-8076700-usa-usgs,Greens_Bayou_At_Ley_Rd_Houston_Tx,8076700,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  29.83716950, -95.23326710,NAD27,2007/10/01 06:00:00,2025/05/01 00:00:00,19,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,Possible datum issues
moses_lk_galveston_bay_nr_texas_city_tx-8077650-usa-usgs,Moses_Lk_Galveston_Bay_Nr_Texas_City_Tx,8077650,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  29.44745403, -94.92020160,NAD27,2007/10/01 06:00:00,2025/05/01 01:00:00,19,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
coyote_c_ab_hwy_237_a_milpitas_ca-11172175-usa-usgs,Coyote_C_Ab_Hwy_237_A_Milpitas_Ca,11172175,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  37.42216170,-121.92745770,NAD27,2007/10/01 08:00:00,2025/05/01 01:00:00,19,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
san_joaquin_r_a_jersey_point_ca-11337190-usa-usgs,San_Joaquin_R_A_Jersey_Point_Ca,11337190,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.05214240,-121.68884280,NAD27,2007/10/01 08:00:00,2025/05/01 01:00:00,19,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
cache_slough_ab_ryer_island_ferry_nr_rio_vista_ca-11455385-usa-usgs,Cache_Slough_Ab_Ryer_Island_Ferry_Nr_Rio_Vista_Ca,11455385,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.19395556,-121.65800280,NAD83,2018/06/01 23:00:00,2025/05/01 00:00:00,8,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
sacramento_r_a_rio_vista_ca-11455420-usa-usgs,Sacramento_R_A_Rio_Vista_Ca,11455420,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.14904444,-121.68894440,NAD83,1995/04/20 23:00:00,2025/05/01 00:00:00,31,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,Possible datum issues
hamilton_creek_near_mouth_at_n_bonneville_wa-14128895-usa-usgs,Hamilton_Creek_Near_Mouth_At_N_Bonneville_Wa,14128895,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  45.63630556,-121.98247220,NAD83,2016/10/07 13:00:00,2025/05/01 01:00:00,10,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
coquille_river_at_coquille_or-14327055-usa-usgs,Coquille_River_At_Coquille_Or,14327055,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  43.15794167,-124.18179440,NAD83,2012/09/30 08:00:00,2025/05/01 00:00:00,14,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
mississippi_sound_at_usgs_st_joseph_island_light-301104089253400-usa-usgs,Mississippi_Sound_At_Usgs_St_Joseph_Island_Light,301104089253400,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  30.19083333, -89.42222220,NAD83,2008/12/17 06:00:00,2024/07/17 13:00:00,17,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
east_pearl_river_at_csx_railroad_nr_claiborne_ms-301141089320300-usa-usgs,East_Pearl_River_At_Csx_Railroad_Nr_Claiborne_Ms,301141089320300,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  30.19472220, -89.53416670,NAD83,2001/08/22 07:00:00,2025/05/01 00:00:00,23,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
mississippi_sound_at_usgs_merrill_shell_bank_light-301429089145600-usa-usgs,Mississippi_Sound_At_Usgs_Merrill_Shell_Bank_Light,301429089145600,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  30.23825405, -89.24281939,NAD27,2008/12/03 06:00:00,2025/05/01 00:00:00,18,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
mississippi_sound_at_usgs_east_ship_island_light-301527088521500-usa-usgs,Mississippi_Sound_At_Usgs_East_Ship_Island_Light,301527088521500,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  30.25444444, -88.86888889,NAD83,2008/08/29 05:00:00,2025/04/19 20:00:00,17,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
mississippi_sound_at_usgs_round_island_light_ms-301849088350000-usa-usgs,Mississippi_Sound_At_Usgs_Round_Island_Light_Ms,301849088350000,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  30.30805556, -88.58388889,NAD83,2009/01/22 06:00:00,2025/05/01 00:00:00,17,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
mississippi_sound_at_usgs_gulfport_light_ms-301912088583300-usa-usgs,Mississippi_Sound_At_Usgs_Gulfport_Light_Ms,301912088583300,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  30.31861110, -88.97222220,NAD83,2009/01/22 06:00:00,2025/05/01 01:00:00,16,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
biloxi_bay_at_point_cadet_harbor_at_biloxi_ms-302318088512600-usa-usgs,Biloxi_Bay_At_Point_Cadet_Harbor_At_Biloxi_Ms,302318088512600,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  30.38833333, -88.85722220,NAD83,2007/10/01 06:00:00,2025/05/01 01:00:00,19,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
coyote_c_nr_alviso_ca-372750122012701-usa-usgs,Coyote_C_Nr_Alviso_Ca,372750122012701,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  37.46385278,-122.02415560,NAD83,2019/06/13 17:00:00,2025/05/01 01:00:00,7,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
san_francisco_bay_a_old_dumbarton_br_nr_newark_ca-373025122065901-usa-usgs,San_Francisco_Bay_A_Old_Dumbarton_Br_Nr_Newark_Ca,373025122065901,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  37.50694444,-122.11638890,NAD83,2010/10/09 07:00:00,2025/05/01 01:00:00,16,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
first_mallard_branch_nr_fairfield_ca-381142122015801-usa-usgs,First_Mallard_Branch_Nr_Fairfield_Ca,381142122015801,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.19489444,-122.03281390,NAD83,2017/07/18 23:00:00,2025/05/01 00:00:00,7,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,Possible datum issues
sheldrake_slough_nr_fairfield_ca-381148122024801-usa-usgs,Sheldrake_Slough_Nr_Fairfield_Ca,381148122024801,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.19657500,-122.04680280,NAD83,2017/07/19 00:00:00,2018/02/16 21:00:00,2,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
connecticut_river_at_hartford_ct-1190070-usa-usgs,Connecticut_River_At_Hartford_Ct,1190070,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  41.76909444, -72.66755000,NAD83,2006/10/01 05:00:00,2025/04/30 22:00:00,20,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
connecticut_river_at_middle_haddam_ct-1193050-usa-usgs,Connecticut_River_At_Middle_Haddam_Ct,1193050,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  41.54176560, -72.55314540,NAD27,2008/12/04 16:00:00,2025/04/30 22:00:00,18,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
connecticut_river_at_essex_ct-1194750-usa-usgs,Connecticut_River_At_Essex_Ct,1194750,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  41.35148330, -72.38436670,NAD83,2010/02/20 05:00:00,2025/04/30 22:00:00,16,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
connecticut_river_at_old_lyme_ct-1194796-usa-usgs,Connecticut_River_At_Old_Lyme_Ct,1194796,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  41.31248747, -72.34590050,NAD27,2001/10/01 05:00:00,2025/04/30 22:00:00,25,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
connecticut_river_nr_bridge_st_nr_old_saybrook_ct-1194815-usa-usgs,Connecticut_River_Nr_Bridge_St_Nr_Old_Saybrook_Ct,1194815,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  41.28133330, -72.34927778,NAD83,2015/09/01 05:00:00,2023/10/01 05:00:00,9,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
guilford_harbor_at_old_whitfield_st_nr_guilfordct-1195290-usa-usgs,Guilford_Harbor_At_Old_Whitfield_St_Nr_GuilfordCt,1195290,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  41.27221110, -72.66542778,NAD83,2015/04/29 05:00:00,2017/01/01 04:00:00,3,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
saugatuck_river_at_route_1_at_westport_ct-1209510-usa-usgs,Saugatuck_River_At_Route_1_At_Westport_Ct,1209510,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  41.14089444, -73.36303330,NAD83,2014/01/03 05:00:00,2025/04/30 22:00:00,12,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
greenwich_harbor_at_grass_island_at_greenwich_ct-12112296-usa-usgs,Greenwich_Harbor_At_Grass_Island_At_Greenwich_Ct,12112296,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  41.01412220, -73.62508060,NAD83,2015/01/15 05:00:00,2025/04/30 22:00:00,11,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
christina_river_at_newport_de-1480065-usa-usgs,Christina_River_At_Newport_De,1480065,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  39.71063889, -75.60872220,NAD83,2007/10/01 05:00:00,2025/04/30 22:00:00,9,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
christina_river_at_wilmington_de-1480120-usa-usgs,Christina_River_At_Wilmington_De,1480120,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  39.73608330, -75.54055560,NAD83,2007/10/01 05:00:00,2025/04/30 22:00:00,11,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
delaware_river_at_new_castle_de-1482170-usa-usgs,Delaware_River_At_New_Castle_De,1482170,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  39.65138889, -75.58686110,NAD83,2012/04/05 05:00:00,2025/04/30 22:00:00,2,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
appoquinimink_river_at_odessa_de-1483158-usa-usgs,Appoquinimink_River_At_Odessa_De,1483158,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  39.45250000, -75.65527778,NAD83,2020/03/11 17:00:00,2025/04/30 21:00:00,6,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
murderkill_river_at_frederica_de-1484080-usa-usgs,Murderkill_River_At_Frederica_De,1484080,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  39.01050000, -75.45830560,NAD83,2007/10/01 05:00:00,2025/04/30 22:00:00,10,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
murderkill_river_at_bowers_de-1484085-usa-usgs,Murderkill_River_At_Bowers_De,1484085,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  39.05830556, -75.39761110,NAD83,2007/10/01 05:00:00,2025/04/30 22:00:00,5,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
indian_river_at_rosedale_beach_de-1484540-usa-usgs,Indian_River_At_Rosedale_Beach_De,1484540,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.59152778, -75.21158330,NAD83,2007/10/01 05:00:00,2025/04/30 23:00:00,8,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
vines_creek_near_dagsboro_de-1484549-usa-usgs,Vines_Creek_Near_Dagsboro_De,1484549,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.55638889, -75.20316670,NAD83,2015/05/15 05:00:00,2025/04/30 23:00:00,11,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
rehoboth_bay_at_dewey_beach_de-1484670-usa-usgs,Rehoboth_Bay_At_Dewey_Beach_De,1484670,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.69019444, -75.07852778,NAD83,2007/10/01 05:00:00,2025/04/30 22:00:00,8,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
indian_river_bay_inlet_near_bethany_beach_de-1484683-usa-usgs,Indian_River_Bay_Inlet_Near_Bethany_Beach_De,1484683,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.60983330, -75.06800000,NAD83,2007/10/01 05:00:00,2025/04/30 22:00:00,8,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
unnamed_dtch_on_fred_hudson_rd_at_bethany_bch_de-1484690-usa-usgs,Unnamed_Dtch_On_Fred_Hudson_Rd_At_Bethany_Bch_De,1484690,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.55544444, -75.06344440,NAD83,2015/05/12 05:00:00,2025/04/30 23:00:00,11,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
little_assawoman_bay_at_fenwick_island_de-1484701-usa-usgs,Little_Assawoman_Bay_At_Fenwick_Island_De,1484701,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.45497220, -75.05833330,NAD83,2007/10/01 05:00:00,2025/04/30 22:00:00,8,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
buntings_gut_near_cedartown_md-148472405-usa-usgs,Buntings_Gut_Near_Cedartown_Md,148472405,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.13897220, -75.18363889,NAD83,2018/06/25 17:00:00,2025/04/30 22:00:00,8,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
little_annemessex_river_at_crisfield_md-1485755-usa-usgs,Little_Annemessex_River_At_Crisfield_Md,1485755,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  37.97847220, -75.86375000,NAD83,2018/06/26 14:00:00,2025/04/30 22:00:00,8,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
eastern_bay_at_claiborne_md-1492600-usa-usgs,Eastern_Bay_At_Claiborne_Md,1492600,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.83702778, -76.28055560,NAD83,2018/07/16 18:00:00,2025/04/30 22:00:00,8,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
ches_bay_at_mouth_of_susq_r_at_havre_de_grace_md-1580620-usa-usgs,Ches_Bay_At_Mouth_Of_Susq_R_At_Havre_De_Grace_Md,1580620,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  39.53775000, -76.08958330,NAD83,2012/10/29 05:00:00,2025/04/30 23:00:00,14,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
jones_falls_at_mouth_at_baltimore_md-1589485-usa-usgs,Jones_Falls_At_Mouth_At_Baltimore_Md,1589485,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  39.28411110, -76.60363889,NAD83,2017/02/15 17:00:00,2020/01/02 11:00:00,4,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
st_marys_river_at_i_95_near_kingsland_ga-2231254-usa-usgs,St_Marys_River_At_I_95_Near_Kingsland_Ga,2231254,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  30.74427778, -81.65400000,NAD83,2010/03/25 05:00:00,2025/04/30 23:00:00,16,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,Possible datum issues
nassau_river_near_tisonia_fl-2231291-usa-usgs,Nassau_River_Near_Tisonia_Fl,2231291,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  30.55079310, -81.58981790,NAD27,2013/09/12 04:00:00,2025/04/30 22:00:00,13,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
st_johns_river_at_astor_fl-2236125-usa-usgs,St_Johns_River_At_Astor_Fl,2236125,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  29.16693056, -81.52206109,NAD27,2007/10/01 05:00:00,2025/04/30 22:00:00,16,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
st_johns_r_at_buffalo_bluff_near_satsuma_fl-2244040-usa-usgs,St_Johns_R_At_Buffalo_Bluff_Near_Satsuma_Fl,2244040,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  29.59636200, -81.68317610,NAD27,2007/10/01 05:00:00,2025/04/30 23:00:00,16,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
st_johns_river_at_racy_pt_near_hastings_fl-2245290-usa-usgs,St_Johns_River_At_Racy_Pt_Near_Hastings_Fl,2245290,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  29.80000000, -81.55000000,NAD83,2018/05/09 22:00:00,2025/04/30 21:00:00,8,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
